CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,RFM_Total,Segment
13252,46,21,6634.13,4,5,5,455,14,🏆 Champions
13253,96,11,3104.53,3,3,3,333,9,💎 Loyal Customers
13254,52,11,3666.96,4,3,4,434,11,💎 Loyal Customers
13255,63,16,5799.2,4,4,5,445,13,🏆 Champions
13256,47,22,9136.97,4,5,5,455,14,🏆 Champions
13257,69,22,7451.07,4,5,5,455,14,🏆 Champions
13258,58,20,7124.61,4,5,5,455,14,🏆 Champions
13259,31,13,4827.08,5,4,4,544,13,🏆 Champions
13260,53,13,4602.67,4,4,4,444,12,🏆 Champions
13261,59,13,5560.89,4,4,4,444,12,🏆 Champions
13262,39,24,9087.710000000001,5,5,5,555,15,🏆 Champions
13263,70,14,5972.8,4,4,5,445,13,🏆 Champions
13264,23,25,8185.08,5,5,5,555,15,🏆 Champions
13265,31,11,4399.37,5,3,4,534,12,💎 Loyal Customers
13266,94,17,5899.41,3,4,5,345,12,💎 Loyal Customers
13267,58,14,2612.95,4,4,3,443,11,💎 Loyal Customers
13268,36,20,7810.33,5,5,5,555,15,🏆 Champions
13269,53,10,4444.32,4,3,4,434,11,💎 Loyal Customers
13270,45,23,6157.01,4,5,5,455,14,🏆 Champions
13271,60,22,7246.13,4,5,5,455,14,🏆 Champions
13272,32,15,5623.61,5,4,4,544,13,🏆 Champions
13273,62,13,4740.969999999999,4,4,4,444,12,🏆 Champions
13274,26,19,5148.93,5,5,4,554,14,🏆 Champions
13275,53,17,5479.55,4,4,4,444,12,🏆 Champions
13276,38,20,4391.79,5,5,4,554,14,🏆 Champions
13277,11,20,7053.88,5,5,5,555,15,🏆 Champions
13278,13,15,4821.24,5,4,4,544,13,🏆 Champions
13279,53,21,7056.15,4,5,5,455,14,🏆 Champions
13280,70,11,4250.9,4,3,4,434,11,💎 Loyal Customers
13281,66,18,6753.32,4,4,5,445,13,🏆 Champions
13282,62,23,7721.92,4,5,5,455,14,🏆 Champions
13283,49,13,3906.28,4,4,4,444,12,🏆 Champions
13284,51,24,8522.19,4,5,5,455,14,🏆 Champions
13285,55,14,5653.26,4,4,4,444,12,🏆 Champions
13286,47,18,5605.75,4,4,4,444,12,🏆 Champions
13287,53,21,6510.71,4,5,5,455,14,🏆 Champions
13288,25,18,7045.0199999999995,5,4,5,545,14,🏆 Champions
13289,28,14,4430.79,5,4,4,544,13,🏆 Champions
13290,52,21,9142.6,4,5,5,455,14,🏆 Champions
13291,47,18,6391.94,4,4,5,445,13,🏆 Champions
13292,19,21,4921.36,5,5,4,554,14,🏆 Champions
13293,53,22,7934.75,4,5,5,455,14,🏆 Champions
13294,29,10,4152.14,5,3,4,534,12,💎 Loyal Customers
13295,18,17,6296.86,5,4,5,545,14,🏆 Champions
13296,51,24,7897.72,4,5,5,455,14,🏆 Champions
13297,101,13,4336.59,3,4,4,344,11,💎 Loyal Customers
13298,70,25,6460.08,4,5,5,455,14,🏆 Champions
13299,51,18,7278.6,4,5,5,455,14,🏆 Champions
13300,13,22,9167.97,5,5,5,555,15,🏆 Champions
13301,35,19,5996.31,5,5,5,555,15,🏆 Champions
13302,61,13,4001.94,4,4,4,444,12,🏆 Champions
13303,86,16,5643.7,3,4,4,344,11,💎 Loyal Customers
13304,42,23,6248.41,5,5,5,555,15,🏆 Champions
13305,38,19,7181.61,5,5,5,555,15,🏆 Champions
13306,70,22,8132.28,4,5,5,455,14,🏆 Champions
13307,52,10,3073.16,4,3,3,433,10,💎 Loyal Customers
13308,26,14,4749.16,5,4,4,544,13,🏆 Champions
13309,23,15,5391.03,5,4,4,544,13,🏆 Champions
13310,40,20,9574.53,5,5,5,555,15,🏆 Champions
13311,50,25,10190.27,4,5,5,455,14,🏆 Champions
13312,74,13,5766.82,4,4,4,444,12,🏆 Champions
13313,29,16,5823.4,5,4,5,545,14,🏆 Champions
13314,85,19,4649.19,3,5,4,354,12,💎 Loyal Customers
13315,42,21,7060.09,5,5,5,555,15,🏆 Champions
13316,34,22,4975.66,5,5,4,554,14,🏆 Champions
13317,55,25,8379.06,4,5,5,455,14,🏆 Champions
13318,18,18,6969.61,5,5,5,555,15,🏆 Champions
13319,24,17,5330.76,5,4,4,544,13,🏆 Champions
13320,55,11,3802.91,4,3,4,434,11,💎 Loyal Customers
13321,26,16,5745.66,5,4,4,544,13,🏆 Champions
13322,68,19,4554.16,4,5,4,454,13,🏆 Champions
13323,36,15,4327.72,5,4,4,544,13,🏆 Champions
13324,61,11,4079.96,4,3,4,434,11,💎 Loyal Customers
13325,24,16,4079.75,5,4,4,544,13,🏆 Champions
13326,49,12,3661.48,4,4,4,444,12,🏆 Champions
13327,16,14,5240.77,5,4,4,544,13,🏆 Champions
13328,46,20,6339.13,4,5,5,455,14,🏆 Champions
13329,77,14,5985.54,4,4,5,445,13,🏆 Champions
13330,49,19,8451.2,4,5,5,455,14,🏆 Champions
13331,36,16,6714.91,5,4,5,545,14,🏆 Champions
13332,32,12,4570.52,5,4,4,544,13,🏆 Champions
13333,34,17,5490.51,5,4,4,544,13,🏆 Champions
13334,52,22,6409.04,4,5,5,455,14,🏆 Champions
13335,74,10,3327.33,4,3,3,433,10,💎 Loyal Customers
13336,71,19,6423.34,4,5,5,455,14,🏆 Champions
13337,19,13,4457.0,5,4,4,544,13,🏆 Champions
13338,64,25,7486.95,4,5,5,455,14,🏆 Champions
13339,21,13,4261.66,5,4,4,544,13,🏆 Champions
13340,16,17,5690.85,5,4,4,544,13,🏆 Champions
13341,46,12,3104.3,4,4,3,443,11,💎 Loyal Customers
13342,34,18,7117.61,5,5,5,555,15,🏆 Champions
13343,29,12,4259.85,5,4,4,544,13,🏆 Champions
13344,39,22,7979.12,5,5,5,555,15,🏆 Champions
13345,24,19,7189.9,5,5,5,555,15,🏆 Champions
13346,60,14,5699.38,4,4,4,444,12,🏆 Champions
13347,65,24,6937.85,4,5,5,455,14,🏆 Champions
13348,21,21,6309.84,5,5,5,555,15,🏆 Champions
13349,77,17,4791.75,4,4,4,444,12,🏆 Champions
13350,27,25,7871.6900000000005,5,5,5,555,15,🏆 Champions
13351,55,14,4273.62,4,4,4,444,12,🏆 Champions
13352,52,21,7286.86,4,5,5,455,14,🏆 Champions
13353,64,13,3679.65,4,4,4,444,12,🏆 Champions
13354,33,20,8127.78,5,5,5,555,15,🏆 Champions
13355,54,17,5547.56,4,4,4,444,12,🏆 Champions
13356,52,10,3256.59,4,3,3,433,10,💎 Loyal Customers
13357,47,13,4410.45,4,4,4,444,12,🏆 Champions
13358,58,24,7169.84,4,5,5,455,14,🏆 Champions
13359,58,10,4202.03,4,3,4,434,11,💎 Loyal Customers
13360,78,18,4980.0,4,5,4,454,13,🏆 Champions
13361,103,25,7732.2699999999995,3,5,5,355,13,💎 Loyal Customers
13362,49,18,6781.93,4,5,5,455,14,🏆 Champions
13363,64,19,6443.45,4,5,5,455,14,🏆 Champions
13364,45,15,5290.0,4,4,4,444,12,🏆 Champions
13365,99,23,8460.68,3,5,5,355,13,💎 Loyal Customers
13366,72,12,3545.6,4,4,4,444,12,🏆 Champions
13367,22,11,4228.3,5,3,4,534,12,💎 Loyal Customers
13368,50,20,8006.75,4,5,5,455,14,🏆 Champions
13369,19,20,6701.01,5,5,5,555,15,🏆 Champions
13370,68,23,9075.52,4,5,5,455,14,🏆 Champions
13371,56,19,7274.45,4,5,5,455,14,🏆 Champions
13372,12,23,7800.47,5,5,5,555,15,🏆 Champions
13373,76,14,5580.59,4,4,4,444,12,🏆 Champions
13374,45,21,7892.43,4,5,5,455,14,🏆 Champions
13375,50,11,4339.45,4,3,4,434,11,💎 Loyal Customers
13376,38,10,2667.92,5,3,3,533,11,💎 Loyal Customers
13377,68,23,7109.39,4,5,5,455,14,🏆 Champions
13378,51,10,4032.65,4,3,4,434,11,💎 Loyal Customers
13379,40,10,3051.49,5,3,3,533,11,💎 Loyal Customers
13380,66,25,9298.19,4,5,5,455,14,🏆 Champions
13381,64,17,5725.4,4,4,4,444,12,🏆 Champions
13382,33,25,7838.02,5,5,5,555,15,🏆 Champions
13383,68,21,6678.88,4,5,5,455,14,🏆 Champions
13384,37,12,3174.83,5,4,3,543,12,💎 Loyal Customers
13385,37,19,5499.34,5,5,4,554,14,🏆 Champions
13386,51,22,7453.3,4,5,5,455,14,🏆 Champions
13387,58,11,3265.92,4,3,3,433,10,💎 Loyal Customers
13388,57,25,9760.21,4,5,5,455,14,🏆 Champions
13389,21,10,3057.28,5,3,3,533,11,💎 Loyal Customers
13390,51,14,3814.32,4,4,4,444,12,🏆 Champions
13391,31,20,7458.9,5,5,5,555,15,🏆 Champions
13392,43,10,2952.43,5,3,3,533,11,💎 Loyal Customers
13393,29,17,5577.74,5,4,4,544,13,🏆 Champions
13394,54,18,7176.82,4,5,5,455,14,🏆 Champions
13395,65,24,8412.81,4,5,5,455,14,🏆 Champions
13396,36,21,7066.12,5,5,5,555,15,🏆 Champions
13397,22,14,4030.05,5,4,4,544,13,🏆 Champions
13398,57,17,4856.81,4,4,4,444,12,🏆 Champions
13399,68,17,6523.33,4,4,5,445,13,🏆 Champions
13400,20,19,5345.83,5,5,4,554,14,🏆 Champions
13401,32,12,3310.94,5,4,3,543,12,💎 Loyal Customers
13402,68,22,6861.67,4,5,5,455,14,🏆 Champions
13403,36,17,3848.58,5,4,4,544,13,🏆 Champions
13404,22,25,8072.61,5,5,5,555,15,🏆 Champions
13405,13,18,6975.31,5,5,5,555,15,🏆 Champions
13406,41,14,4627.9,5,4,4,544,13,🏆 Champions
13407,86,20,7815.81,3,5,5,355,13,💎 Loyal Customers
13408,42,22,6997.16,5,5,5,555,15,🏆 Champions
13409,84,14,5302.82,3,4,4,344,11,💎 Loyal Customers
13410,35,14,5874.17,5,4,5,545,14,🏆 Champions
13411,58,22,9831.39,4,5,5,455,14,🏆 Champions
13412,65,23,8013.31,4,5,5,455,14,🏆 Champions
13413,60,19,5410.27,4,5,4,454,13,🏆 Champions
13414,40,11,3473.37,5,3,4,534,12,💎 Loyal Customers
13415,71,11,5624.32,4,3,4,434,11,💎 Loyal Customers
13416,62,13,4703.24,4,4,4,444,12,🏆 Champions
13417,48,20,8001.62,4,5,5,455,14,🏆 Champions
13418,30,18,6528.64,5,5,5,555,15,🏆 Champions
13419,86,13,5585.61,3,4,4,344,11,💎 Loyal Customers
13420,76,14,5244.26,4,4,4,444,12,🏆 Champions
13421,14,13,4432.1,5,4,4,544,13,🏆 Champions
13422,67,25,8862.89,4,5,5,455,14,🏆 Champions
13423,71,13,3214.89,4,4,3,443,11,💎 Loyal Customers
13424,47,13,3557.78,4,4,4,444,12,🏆 Champions
13425,51,11,3127.08,4,3,3,433,10,💎 Loyal Customers
13426,75,17,5942.31,4,4,5,445,13,🏆 Champions
13427,20,17,7496.66,5,4,5,545,14,🏆 Champions
13428,25,13,4977.61,5,4,4,544,13,🏆 Champions
13429,46,20,7338.22,4,5,5,455,14,🏆 Champions
13430,58,25,8788.92,4,5,5,455,14,🏆 Champions
13431,45,18,5732.18,4,5,4,454,13,🏆 Champions
13432,81,15,6557.85,4,4,5,445,13,🏆 Champions
13433,22,13,3621.14,5,4,4,544,13,🏆 Champions
13434,60,15,5179.03,4,4,4,444,12,🏆 Champions
13435,66,19,6665.0,4,5,5,455,14,🏆 Champions
13436,62,10,1838.43,4,3,3,433,10,💎 Loyal Customers
13437,54,20,7717.64,4,5,5,455,14,🏆 Champions
13438,64,24,9138.34,4,5,5,455,14,🏆 Champions
13439,41,12,4258.34,5,4,4,544,13,🏆 Champions
13440,22,18,7364.67,5,5,5,555,15,🏆 Champions
13441,17,20,7413.06,5,5,5,555,15,🏆 Champions
13442,39,24,6988.0,5,5,5,555,15,🏆 Champions
13443,78,23,8637.039999999999,4,5,5,455,14,🏆 Champions
13444,83,25,7709.43,3,5,5,355,13,💎 Loyal Customers
13445,82,10,2920.9300000000003,3,3,3,333,9,💎 Loyal Customers
13446,41,22,7990.73,5,5,5,555,15,🏆 Champions
13447,29,23,8404.27,5,5,5,555,15,🏆 Champions
13448,29,11,3577.1,5,3,4,534,12,💎 Loyal Customers
13449,30,24,7665.67,5,5,5,555,15,🏆 Champions
13450,71,19,6678.74,4,5,5,455,14,🏆 Champions
13451,21,24,8587.51,5,5,5,555,15,🏆 Champions
13452,41,13,5678.55,5,4,4,544,13,🏆 Champions
13453,36,23,8748.68,5,5,5,555,15,🏆 Champions
13454,30,21,5232.24,5,5,4,554,14,🏆 Champions
13455,29,25,7922.43,5,5,5,555,15,🏆 Champions
13456,74,21,7975.2300000000005,4,5,5,455,14,🏆 Champions
13457,63,25,8833.38,4,5,5,455,14,🏆 Champions
13458,40,12,5289.59,5,4,4,544,13,🏆 Champions
13459,35,16,6577.18,5,4,5,545,14,🏆 Champions
13460,103,10,3763.75,3,3,4,334,10,💎 Loyal Customers
13461,62,22,6672.36,4,5,5,455,14,🏆 Champions
13462,17,25,10171.23,5,5,5,555,15,🏆 Champions
13463,78,11,4147.23,4,3,4,434,11,💎 Loyal Customers
13464,63,15,6083.23,4,4,5,445,13,🏆 Champions
13465,93,18,4764.61,3,5,4,354,12,💎 Loyal Customers
13466,45,21,5479.12,4,5,4,454,13,🏆 Champions
13467,26,12,4868.7,5,4,4,544,13,🏆 Champions
13468,57,22,8546.21,4,5,5,455,14,🏆 Champions
13469,22,23,7673.32,5,5,5,555,15,🏆 Champions
13470,27,13,3808.45,5,4,4,544,13,🏆 Champions
13471,79,19,7206.43,4,5,5,455,14,🏆 Champions
13472,38,12,3032.44,5,4,3,543,12,💎 Loyal Customers
13473,127,8,1772.43,2,3,3,233,8,⚠️ At Risk
13474,124,13,2977.89,3,4,3,343,10,💎 Loyal Customers
13475,59,13,3136.59,4,4,3,443,11,💎 Loyal Customers
13476,89,10,1929.1,3,3,3,333,9,💎 Loyal Customers
13477,83,8,1748.53,3,3,3,333,9,💎 Loyal Customers
13478,119,7,1861.86,3,3,3,333,9,💎 Loyal Customers
13479,56,15,3735.13,4,4,4,444,12,🏆 Champions
13480,86,7,2409.09,3,3,3,333,9,💎 Loyal Customers
13481,45,13,3906.56,4,4,4,444,12,🏆 Champions
13482,128,15,2446.16,2,4,3,243,9,⚠️ At Risk
13483,119,13,2342.99,3,4,3,343,10,💎 Loyal Customers
13484,69,12,1856.04,4,4,3,443,11,💎 Loyal Customers
13485,164,10,2685.04,2,3,3,233,8,⚠️ At Risk
13486,37,9,3052.87,5,3,3,533,11,💎 Loyal Customers
13487,52,14,3728.6,4,4,4,444,12,🏆 Champions
13488,138,5,860.27,2,2,2,222,6,💤 Hibernating
13489,53,13,3135.83,4,4,3,443,11,💎 Loyal Customers
13490,143,15,4133.18,2,4,4,244,10,⚠️ At Risk
13491,115,11,3525.64,3,3,4,334,10,💎 Loyal Customers
13492,131,11,3538.81,2,3,4,234,9,⚠️ At Risk
13493,90,13,3402.8,3,4,4,344,11,💎 Loyal Customers
13494,67,10,2466.26,4,3,3,433,10,💎 Loyal Customers
13495,157,10,2909.57,2,3,3,233,8,⚠️ At Risk
13496,35,8,1736.97,5,3,3,533,11,💎 Loyal Customers
13497,76,9,2653.9,4,3,3,433,10,💎 Loyal Customers
13498,82,9,2538.82,3,3,3,333,9,💎 Loyal Customers
13499,123,12,3644.32,3,4,4,344,11,💎 Loyal Customers
13500,94,14,4247.26,3,4,4,344,11,💎 Loyal Customers
13501,107,13,2739.7,3,4,3,343,10,💎 Loyal Customers
13502,73,5,1060.2,4,2,3,423,9,🆕 New Customers
13503,101,7,2058.32,3,3,3,333,9,💎 Loyal Customers
13504,139,12,2959.0699999999997,2,4,3,243,9,⚠️ At Risk
13505,107,5,1029.26,3,2,3,323,8,🔄 Potential Loyalists
13506,131,15,3749.29,2,4,4,244,10,⚠️ At Risk
13507,80,7,1516.53,4,3,3,433,10,💎 Loyal Customers
13508,122,5,1333.73,3,2,3,323,8,🔄 Potential Loyalists
13509,75,7,1817.93,4,3,3,433,10,💎 Loyal Customers
13510,79,12,2522.09,4,4,3,443,11,💎 Loyal Customers
13511,58,10,2689.55,4,3,3,433,10,💎 Loyal Customers
13512,69,5,1345.15,4,2,3,423,9,🆕 New Customers
13513,128,5,1410.8600000000001,2,2,3,223,7,💤 Hibernating
13514,48,6,995.78,4,3,3,433,10,💎 Loyal Customers
13515,110,7,2388.42,3,3,3,333,9,💎 Loyal Customers
13516,83,13,2816.69,3,4,3,343,10,💎 Loyal Customers
13517,354,6,1640.58,1,3,3,133,7,⚠️ At Risk
13518,126,15,3065.19,2,4,3,243,9,⚠️ At Risk
13519,47,8,2260.81,4,3,3,433,10,💎 Loyal Customers
13520,96,13,3565.88,3,4,4,344,11,💎 Loyal Customers
13521,83,7,1994.7,3,3,3,333,9,💎 Loyal Customers
13522,106,11,2682.02,3,3,3,333,9,💎 Loyal Customers
13523,171,12,2897.3,2,4,3,243,9,⚠️ At Risk
13524,90,5,844.58,3,2,2,322,7,🔄 Potential Loyalists
13525,126,11,2906.82,2,3,3,233,8,⚠️ At Risk
13526,53,11,2852.9,4,3,3,433,10,💎 Loyal Customers
13527,43,14,5248.72,5,4,4,544,13,🏆 Champions
13528,68,11,2848.94,4,3,3,433,10,💎 Loyal Customers
13529,93,12,2735.96,3,4,3,343,10,💎 Loyal Customers
13530,100,5,1285.82,3,2,3,323,8,🔄 Potential Loyalists
13531,112,5,1617.47,3,2,3,323,8,🔄 Potential Loyalists
13532,112,10,1979.39,3,3,3,333,9,💎 Loyal Customers
13533,120,10,3355.76,3,3,3,333,9,💎 Loyal Customers
13534,187,5,1333.66,2,2,3,223,7,💤 Hibernating
13535,118,5,982.19,3,2,3,323,8,🔄 Potential Loyalists
13536,45,12,2934.75,4,4,3,443,11,💎 Loyal Customers
13537,114,15,2403.29,3,4,3,343,10,💎 Loyal Customers
13538,138,12,3553.47,2,4,4,244,10,⚠️ At Risk
13539,135,13,2866.33,2,4,3,243,9,⚠️ At Risk
13540,81,11,2768.35,4,3,3,433,10,💎 Loyal Customers
13541,43,15,3307.55,5,4,3,543,12,💎 Loyal Customers
13542,134,9,1906.68,2,3,3,233,8,⚠️ At Risk
13543,85,12,2474.32,3,4,3,343,10,💎 Loyal Customers
13544,73,15,3692.13,4,4,4,444,12,🏆 Champions
13545,122,7,2249.64,3,3,3,333,9,💎 Loyal Customers
13546,120,9,3518.97,3,3,4,334,10,💎 Loyal Customers
13547,42,8,2038.8899999999999,5,3,3,533,11,💎 Loyal Customers
13548,51,14,4596.8,4,4,4,444,12,🏆 Champions
13549,84,13,3597.04,3,4,4,344,11,💎 Loyal Customers
13550,68,10,3404.23,4,3,4,434,11,💎 Loyal Customers
13551,119,6,2026.73,3,3,3,333,9,💎 Loyal Customers
13552,56,8,3032.41,4,3,3,433,10,💎 Loyal Customers
13553,107,14,3206.27,3,4,3,343,10,💎 Loyal Customers
13554,79,9,2809.54,4,3,3,433,10,💎 Loyal Customers
13555,127,13,3332.1,2,4,3,243,9,⚠️ At Risk
13556,68,11,3227.34,4,3,3,433,10,💎 Loyal Customers
13557,138,9,3015.47,2,3,3,233,8,⚠️ At Risk
13558,64,8,1920.4,4,3,3,433,10,💎 Loyal Customers
13559,59,12,3003.87,4,4,3,443,11,💎 Loyal Customers
13560,63,13,3229.71,4,4,3,443,11,💎 Loyal Customers
13561,77,5,1760.77,4,2,3,423,9,🆕 New Customers
13562,113,8,2274.66,3,3,3,333,9,💎 Loyal Customers
13563,112,12,3966.8,3,4,4,344,11,💎 Loyal Customers
13564,86,14,3838.2200000000003,3,4,4,344,11,💎 Loyal Customers
13565,193,14,4773.22,2,4,4,244,10,⚠️ At Risk
13566,46,7,1233.6299999999999,4,3,3,433,10,💎 Loyal Customers
13567,104,13,3039.61,3,4,3,343,10,💎 Loyal Customers
13568,91,14,4483.06,3,4,4,344,11,💎 Loyal Customers
13569,59,6,1783.05,4,3,3,433,10,💎 Loyal Customers
13570,87,14,3573.64,3,4,4,344,11,💎 Loyal Customers
13571,69,9,2457.34,4,3,3,433,10,💎 Loyal Customers
13572,147,13,3781.22,2,4,4,244,10,⚠️ At Risk
13573,108,8,2900.03,3,3,3,333,9,💎 Loyal Customers
13574,98,6,1342.3,3,3,3,333,9,💎 Loyal Customers
13575,65,12,3553.8,4,4,4,444,12,🏆 Champions
13576,132,11,2668.57,2,3,3,233,8,⚠️ At Risk
13577,57,10,2249.35,4,3,3,433,10,💎 Loyal Customers
13578,158,9,2808.3,2,3,3,233,8,⚠️ At Risk
13579,66,14,3981.78,4,4,4,444,12,🏆 Champions
13580,74,8,1870.04,4,3,3,433,10,💎 Loyal Customers
13581,86,6,1701.29,3,3,3,333,9,💎 Loyal Customers
13582,148,10,2026.1200000000001,2,3,3,233,8,⚠️ At Risk
13583,181,6,1439.21,2,3,3,233,8,⚠️ At Risk
13584,71,13,3740.65,4,4,4,444,12,🏆 Champions
13585,137,8,1991.69,2,3,3,233,8,⚠️ At Risk
13586,107,11,3458.5499999999997,3,3,4,334,10,💎 Loyal Customers
13587,136,14,2916.52,2,4,3,243,9,⚠️ At Risk
13588,87,15,4052.62,3,4,4,344,11,💎 Loyal Customers
13589,131,6,2019.3100000000002,2,3,3,233,8,⚠️ At Risk
13590,151,12,2638.96,2,4,3,243,9,⚠️ At Risk
13591,82,14,4016.08,3,4,4,344,11,💎 Loyal Customers
13592,32,11,2914.09,5,3,3,533,11,💎 Loyal Customers
13593,197,11,2563.79,2,3,3,233,8,⚠️ At Risk
13594,109,10,2240.6,3,3,3,333,9,💎 Loyal Customers
13595,88,11,2340.92,3,3,3,333,9,💎 Loyal Customers
13596,54,13,3403.31,4,4,4,444,12,🏆 Champions
13597,108,9,1429.14,3,3,3,333,9,💎 Loyal Customers
13598,121,12,3260.58,3,4,3,343,10,💎 Loyal Customers
13599,90,9,1853.91,3,3,3,333,9,💎 Loyal Customers
13600,78,13,3373.17,4,4,3,443,11,💎 Loyal Customers
13601,125,5,1169.33,2,2,3,223,7,💤 Hibernating
13602,61,10,1863.38,4,3,3,433,10,💎 Loyal Customers
13603,109,9,2812.9300000000003,3,3,3,333,9,💎 Loyal Customers
13604,147,15,4616.35,2,4,4,244,10,⚠️ At Risk
13605,111,13,3150.12,3,4,3,343,10,💎 Loyal Customers
13606,158,11,3025.62,2,3,3,233,8,⚠️ At Risk
13607,97,14,3557.65,3,4,4,344,11,💎 Loyal Customers
13608,74,14,3909.55,4,4,4,444,12,🏆 Champions
13609,101,6,1238.83,3,3,3,333,9,💎 Loyal Customers
13610,97,13,3533.23,3,4,4,344,11,💎 Loyal Customers
13611,86,13,4063.84,3,4,4,344,11,💎 Loyal Customers
13612,67,12,3018.86,4,4,3,443,11,💎 Loyal Customers
13613,192,12,3414.46,2,4,4,244,10,⚠️ At Risk
13614,367,6,1111.97,1,3,3,133,7,⚠️ At Risk
13615,99,5,1505.48,3,2,3,323,8,🔄 Potential Loyalists
13616,118,10,4072.73,3,3,4,334,10,💎 Loyal Customers
13617,139,9,3161.39,2,3,3,233,8,⚠️ At Risk
13618,116,7,2387.55,3,3,3,333,9,💎 Loyal Customers
13619,91,12,3134.5099999999998,3,4,3,343,10,💎 Loyal Customers
13620,135,10,3554.98,2,3,4,234,9,⚠️ At Risk
13621,194,6,1891.41,2,3,3,233,8,⚠️ At Risk
13622,123,14,3395.81,3,4,4,344,11,💎 Loyal Customers
13623,131,8,2106.01,2,3,3,233,8,⚠️ At Risk
13624,110,15,4857.34,3,4,4,344,11,💎 Loyal Customers
13625,116,12,3809.38,3,4,4,344,11,💎 Loyal Customers
13626,80,13,2807.06,4,4,3,443,11,💎 Loyal Customers
13627,110,6,1802.1100000000001,3,3,3,333,9,💎 Loyal Customers
13628,120,10,2840.11,3,3,3,333,9,💎 Loyal Customers
13629,43,14,4735.83,5,4,4,544,13,🏆 Champions
13630,134,9,1297.98,2,3,3,233,8,⚠️ At Risk
13631,54,13,3710.76,4,4,4,444,12,🏆 Champions
13632,83,12,3415.01,3,4,4,344,11,💎 Loyal Customers
13633,156,8,2034.8,2,3,3,233,8,⚠️ At Risk
13634,105,8,2432.7200000000003,3,3,3,333,9,💎 Loyal Customers
13635,157,14,4185.29,2,4,4,244,10,⚠️ At Risk
13636,171,11,2909.43,2,3,3,233,8,⚠️ At Risk
13637,70,8,2054.3,4,3,3,433,10,💎 Loyal Customers
13638,115,15,2833.8,3,4,3,343,10,💎 Loyal Customers
13639,136,7,2214.92,2,3,3,233,8,⚠️ At Risk
13640,186,6,1201.83,2,3,3,233,8,⚠️ At Risk
13641,148,10,2846.63,2,3,3,233,8,⚠️ At Risk
13642,44,15,2987.05,5,4,3,543,12,💎 Loyal Customers
13643,35,8,2339.0099999999998,5,3,3,533,11,💎 Loyal Customers
13644,47,10,2082.22,4,3,3,433,10,💎 Loyal Customers
13645,126,8,1954.3300000000002,2,3,3,233,8,⚠️ At Risk
13646,105,7,1323.1299999999999,3,3,3,333,9,💎 Loyal Customers
13647,107,10,3069.1,3,3,3,333,9,💎 Loyal Customers
13648,146,6,1370.91,2,3,3,233,8,⚠️ At Risk
13649,83,10,3493.51,3,3,4,334,10,💎 Loyal Customers
13650,60,11,2803.3,4,3,3,433,10,💎 Loyal Customers
13651,140,6,1760.49,2,3,3,233,8,⚠️ At Risk
13652,52,15,3556.53,4,4,4,444,12,🏆 Champions
13653,52,7,2275.7599999999998,4,3,3,433,10,💎 Loyal Customers
13654,104,12,3037.86,3,4,3,343,10,💎 Loyal Customers
13655,110,14,3795.07,3,4,4,344,11,💎 Loyal Customers
13656,120,12,3409.84,3,4,4,344,11,💎 Loyal Customers
13657,70,8,2452.45,4,3,3,433,10,💎 Loyal Customers
13658,56,15,4095.33,4,4,4,444,12,🏆 Champions
13659,138,15,4676.4,2,4,4,244,10,⚠️ At Risk
13660,72,5,1321.3400000000001,4,2,3,423,9,🆕 New Customers
13661,64,12,4016.66,4,4,4,444,12,🏆 Champions
13662,46,12,3146.0,4,4,3,443,11,💎 Loyal Customers
13663,109,5,1399.03,3,2,3,323,8,🔄 Potential Loyalists
13664,36,12,3191.87,5,4,3,543,12,💎 Loyal Customers
13665,94,12,2831.79,3,4,3,343,10,💎 Loyal Customers
13666,98,15,3548.29,3,4,4,344,11,💎 Loyal Customers
13667,65,12,3447.76,4,4,4,444,12,🏆 Champions
13668,71,12,3514.77,4,4,4,444,12,🏆 Champions
13669,75,12,2555.76,4,4,3,443,11,💎 Loyal Customers
13670,70,6,2111.68,4,3,3,433,10,💎 Loyal Customers
13671,90,13,3196.74,3,4,3,343,10,💎 Loyal Customers
13672,103,9,2325.82,3,3,3,333,9,💎 Loyal Customers
13673,82,13,3446.87,3,4,4,344,11,💎 Loyal Customers
13674,131,9,3317.36,2,3,3,233,8,⚠️ At Risk
13675,116,5,1741.81,3,2,3,323,8,🔄 Potential Loyalists
13676,126,11,1986.59,2,3,3,233,8,⚠️ At Risk
13677,106,6,1610.3999999999999,3,3,3,333,9,💎 Loyal Customers
13678,112,8,1298.22,3,3,3,333,9,💎 Loyal Customers
13679,110,6,2329.8,3,3,3,333,9,💎 Loyal Customers
13680,114,10,1741.04,3,3,3,333,9,💎 Loyal Customers
13681,98,13,3536.29,3,4,4,344,11,💎 Loyal Customers
13682,47,8,1524.06,4,3,3,433,10,💎 Loyal Customers
13683,120,10,4036.58,3,3,4,334,10,💎 Loyal Customers
13684,67,12,3200.9,4,4,3,443,11,💎 Loyal Customers
13685,91,7,2012.69,3,3,3,333,9,💎 Loyal Customers
13686,108,7,2160.2200000000003,3,3,3,333,9,💎 Loyal Customers
13687,67,8,2224.9,4,3,3,433,10,💎 Loyal Customers
13688,75,12,3231.0,4,4,3,443,11,💎 Loyal Customers
13689,195,5,1019.63,2,2,3,223,7,💤 Hibernating
